actualelapsedtime,airtime,arrdelay,arrtime,crsarrtime,crsdeptime,crselapsedtime,cancelled,dayofweek,dayofmonth,depdelay,deptime,dest,distance,diverted,flightnum,month,origin,tailnum,taxiin,taxiout,uniquecarrier,year
87.0,71.0,-17.0,1453.0,1510,1330,100.0,0,7,11,-4.0,1326.0,RSW,515.0,0,855,11,ATL,N922DL,4.0,12.0,DL,2007
233.0,220.0,24.0,1311.0,1247,650,237.0,0,3,24,28.0,718.0,ORD,1781.0,0,1214,9,SMF,N315UA,4.0,9.0,UA,1997
154.0,142.0,-3.0,2116.0,2119,1845,154.0,0,4,5,-3.0,1842.0,LAX,954.0,0,703,5,SEA,N593UA,4.0,8.0,UA,2005
66.0,57.0,-1.0,1944.0,1945,1835,70.0,0,1,9,3.0,1838.0,SMF,358.0,0,607,1,BUR,N356,2.0,7.0,WN,1995
103.0,85.0,-18.0,733.0,751,650,121.0,0,1,20,0.0,650.0,ORD,612.0,0,685,9,DCA,N436AA,6.0,12.0,AA,2004
49.0,31.0,-10.0,1158.0,1208,1117,51.0,0,4,19,-8.0,1109.0,IYK,123.0,0,6084,4,LAX,N568SW,4.0,14.0,OO,2007
154.0,143.0,-6.0,730.0,736,600,156.0,0,2,14,-4.0,556.0,PHX,868.0,0,541,2,DFW,N302AW,2.0,9.0,US,2006
121.0,109.0,45.0,1545.0,1500,1302,118.0,0,6,10,42.0,1344.0,SEA,697.0,0,749,3,SJC,N933Aâ,5.0,7.0,AS,2001
82.0,66.0,-16.0,1622.0,1638,1510,88.0,0,4,21,-10.0,1500.0,IAH,395.0,0,2837,10,OKC,N16999,7.0,9.0,XE,2004
112.0,83.0,73.0,2201.0,2048,1900,108.0,0,5,1,69.0,2009.0,SYR,603.0,0,576,7,CLT,N777AU,4.0,25.0,US,2005
229.0,196.0,-5.0,1908.0,1913,1320,233.0,0,3,11,-1.0,1319.0,ORD,1726.0,0,1914,10,SNA,N610AA,15.0,18.0,AA,2000
209.0,197.0,2.0,1214.0,1212,1005,247.0,0,4,8,40.0,1045.0,DEN,1557.0,0,131,7,PHL,N517AU,4.0,8.0,US,1999
158.0,128.0,59.0,1706.0,1607,1248,139.0,0,4,26,40.0,1328.0,TPA,929.0,0,1382,9,DFW,N822AA,3.0,27.0,AA,1996
165.0,134.0,19.0,455.0,436,2359,157.0,0,7,4,11.0,10.0,SAT,1069.0,0,2875,3,LAS,N77302,5.0,26.0,YV,2007
207.0,187.0,2.0,1037.0,1035,810,205.0,0,5,5,0.0,810.0,SLC,1261.0,0,4896,5,MEM,N702EV,10.0,10.0,EV,2006
69.0,47.0,20.0,755.0,735,630,65.0,0,4,6,16.0,646.0,IAD,177.0,0,7952,11,ROA,N319UE,9.0,13.0,DH,2003
31.0,17.0,-3.0,855.0,858,825,33.0,0,4,18,-1.0,824.0,COS,72.0,0,1575,7,DEN,N933UA,4.0,10.0,UA,1996
133.0,121.0,0.0,1620.0,1620,1255,145.0,0,3,24,12.0,1307.0,BWI,967.0,0,98,2,MCI,N714,2.0,10.0,WN,1999
52.0,36.0,0.0,1454.0,1454,1355,59.0,0,4,6,7.0,1402.0,IAD,157.0,0,7314,9,ORF,N506MJ,6.0,10.0,YV,2007
118.0,102.0,4.0,2337.0,2333,2130,123.0,0,5,18,9.0,2139.0,ROC,749.0,0,920,8,ATL,N290WA,3.0,13.0,DL,2000
67.0,53.0,-12.0,922.0,934,815,79.0,0,6,30,0.0,815.0,DFW,304.0,0,1097,10,LIT,N233AA,7.0,7.0,AA,1999
70.0,61.0,-2.0,2117.0,2119,2014,65.0,0,3,3,-7.0,2007.0,ANC,399.0,0,46,5,BET,N746AS,4.0,5.0,AS,2006
158.0,135.0,11.0,849.0,838,710,148.0,0,1,30,1.0,711.0,IAH,853.0,0,191,1,MCO,N15976,8.0,15.0,CO,1995
210.0,171.0,-18.0,1837.0,1855,1605,230.0,0,7,28,2.0,1607.0,DFW,1372.0,0,521,6,EWR,N71314,8.0,31.0,CO,1998
49.0,28.0,-9.0,855.0,904,711,53.0,0,6,14,-5.0,706.0,FWA,157.0,0,7082,6,ORD,N651ML,3.0,18.0,YV,2008
70.0,56.0,-8.0,1950.0,1958,1841,77.0,0,7,23,-1.0,1840.0,SNA,338.0,0,663,5,PHX,N308AW,6.0,8.0,HP,1999
86.0,70.0,-23.0,1346.0,1409,1230,99.0,0,2,2,-10.0,1220.0,DTW,383.0,0,7202,3,IAD,N680BR,4.0,11.0,DH,2004
180.0,128.0,13.0,2151.0,2138,1845,173.0,0,3,31,6.0,1851.0,ATL,946.0,0,1207,5,BOS,N945DL,7.0,45.0,DL,2006
144.0,110.0,9.0,2304.0,2255,2030,145.0,0,7,12,10.0,2040.0,ATL,745.0,0,525,3,EWR,N925DL,6.0,28.0,DL,2000
99.0,86.0,-6.0,724.0,730,550,100.0,0,5,10,-5.0,545.0,ATL,526.0,0,1428,9,PIT,N979DL,5.0,8.0,DL,2004
90.0,77.0,-7.0,1658.0,1705,1428,97.0,0,2,31,0.0,1428.0,SLC,507.0,0,4032,5,PHX,N446SW,3.0,10.0,OO,2005
69.0,53.0,-5.0,803.0,808,655,73.0,0,6,13,-1.0,654.0,CLE,314.0,0,257,10,BWI,N37263,5.0,11.0,CO,2001
97.0,59.0,207.0,2216.0,1849,1727,82.0,0,2,15,192.0,2039.0,TUL,429.0,0,215,6,IAH,N12327,8.0,30.0,CO,1999
97.0,73.0,-11.0,2151.0,2202,2020,102.0,0,2,31,-6.0,2014.0,DCA,547.0,0,1406,12,ATL,N934DL,6.0,18.0,DL,2002
200.0,185.0,-21.0,1640.0,1701,1325,216.0,0,7,11,-5.0,1320.0,FLL,1237.0,0,2829,2,BOS,N284Aä,4.0,11.0,US,2001
131.0,106.0,6.0,1111.0,1105,900,125.0,0,4,13,0.0,900.0,IAH,657.0,0,2870,10,BNA,N48901,9.0,16.0,XE,2005
86.0,56.0,-11.0,821.0,832,700,92.0,0,5,31,-5.0,655.0,BOS,399.0,0,395,7,DCA,N967VJ,10.0,20.0,US,1998
89.0,70.0,-14.0,854.0,908,725,103.0,0,2,10,0.0,725.0,BOS,468.0,0,5331,4,ORF,N785CA,10.0,9.0,OH,2007
140.0,127.0,-4.0,1855.0,1859,1735,144.0,0,6,27,0.0,1735.0,DEN,770.0,0,579,4,STL,N906UA,5.0,8.0,UA,1996
204.0,181.0,-17.0,2326.0,2343,2110,213.0,0,7,7,-8.0,2102.0,ANC,1449.0,0,667,10,SEA,N56859,7.0,16.0,CO,2007
66.0,40.0,31.0,1337.0,1306,1210,56.0,0,4,10,21.0,1231.0,TVC,207.0,0,1119,10,DTW,N963N,1.0,25.0,NW,1996
113.0,93.0,-20.0,1842.0,1902,1550,132.0,0,3,2,-1.0,1549.0,ATL,732.0,0,382,4,DFW,N125DL,5.0,15.0,DL,2003
83.0,64.0,18.0,2058.0,2040,1913,87.0,0,4,27,22.0,1935.0,DLH,397.0,0,4465,5,ORD,N847MQ,2.0,17.0,MQ,2004
63.0,45.0,-17.0,2332.0,2349,2234,75.0,0,5,24,-5.0,2229.0,LBB,282.0,0,3853,8,DFW,-N622M,2.0,16.0,MQ,2001
121.0,87.0,14.0,1251.0,1237,1050,107.0,0,2,29,0.0,1050.0,EWR,569.0,0,1124,6,CVG,N295WA,9.0,25.0,DL,1999
111.0,91.0,3.0,1911.0,1908,1614,114.0,0,3,27,6.0,1620.0,ATL,606.0,0,1788,10,ORD,N2CSAA,9.0,11.0,AA,1999
165.0,140.0,31.0,1646.0,1615,1430,165.0,0,4,14,31.0,1501.0,DFW,984.0,0,1373,8,MCO,N449AA,16.0,9.0,AA,2008
133.0,121.0,-18.0,1728.0,1746,1410,156.0,0,2,3,5.0,1415.0,CMH,927.0,0,1696,8,DFW,N218AA,3.0,9.0,AA,1999
46.0,33.0,-4.0,2144.0,2148,2100,48.0,0,4,4,-2.0,2058.0,SEA,129.0,0,5791,5,PDX,N284YV,5.0,8.0,OO,2006
55.0,40.0,-7.0,2011.0,2018,1920,58.0,0,3,13,-4.0,1916.0,DTW,155.0,0,892,8,CMH,N8960E,5.0,10.0,NW,2003
84.0,66.0,-1.0,921.0,922,800,82.0,0,6,15,-3.0,757.0,CVG,373.0,0,1599,11,ATL,N378DL,6.0,12.0,DL,2003
211.0,188.0,-50.0,1300.0,1350,735,255.0,0,6,26,-6.0,729.0,CLE,1565.0,0,1678,8,SLC,N16649,4.0,19.0,CO,2000
64.0,52.0,-6.0,1719.0,1725,1615,70.0,0,2,29,0.0,1615.0,RNO,345.0,0,610,7,LAS,N612,2.0,10.0,WN,1997
101.0,84.0,6.0,752.0,746,710,96.0,0,4,3,1.0,711.0,DEN,541.0,0,657,6,TUL,N379UA,7.0,10.0,UA,2004
106.0,81.0,-9.0,1307.0,1316,1026,110.0,0,1,10,-5.0,1021.0,RDU,667.0,0,3036,3,STL,N4XNAA,5.0,20.0,AA,2003
98.0,77.0,77.0,2031.0,1914,1731,103.0,0,3,29,82.0,1853.0,HSV,603.0,0,612,11,DFW,N2ADAA,5.0,16.0,AA,2000
69.0,52.0,-6.0,1734.0,1740,1525,75.0,0,6,23,0.0,1525.0,ATL,332.0,0,964,5,MEM,N477DA,6.0,11.0,DL,1998
126.0,99.0,-1.0,806.0,807,710,117.0,0,7,26,-10.0,700.0,DEN,641.0,0,1591,1,DFW,N381UA,7.0,20.0,UA,2003
66.0,52.0,-12.0,1648.0,1700,1545,75.0,0,1,18,-3.0,1542.0,ABQ,349.0,0,6651,4,DEN,N709SK,3.0,11.0,OO,2005
77.0,55.0,-1.0,1837.0,1838,1730,68.0,0,3,13,-10.0,1720.0,CVG,268.0,0,5604,2,GRR,N408CA,7.0,15.0,OH,2008
76.0,52.0,10.0,1233.0,1223,1110,73.0,0,7,27,7.0,1117.0,BOI,291.0,0,922,1,SLC,N399DA,6.0,18.0,DL,2008
130.0,106.0,-8.0,1343.0,1351,934,137.0,0,4,16,-1.0,933.0,DFW,868.0,0,2546,4,PHX,N169AW,5.0,19.0,HP,1998
113.0,78.0,6.0,1916.0,1910,1730,100.0,0,1,26,-7.0,1723.0,CMH,478.0,0,4409,5,LGA,N703MQ,5.0,30.0,MQ,2003
46.0,24.0,-3.0,944.0,947,859,48.0,0,7,17,-1.0,858.0,MBS,98.0,0,1574,7,DTW,N9331,5.0,17.0,NW,2005
79.0,65.0,-11.0,944.0,955,825,90.0,0,5,25,0.0,825.0,PHL,448.0,0,693,10,CLT,N816US,2.0,12.0,US,1996
61.0,45.0,19.0,1649.0,1630,1530,60.0,0,4,2,18.0,1548.0,HOU,239.0,0,37,2,DAL,N649SW,2.0,14.0,WN,2006
83.0,61.0,-8.0,2028.0,2036,1905,91.0,0,6,11,0.0,1905.0,ATL,373.0,0,755,9,CVG,N307DL,7.0,15.0,DL,2004
130.0,69.0,41.0,2033.0,1952,1805,107.0,0,4,9,18.0,1823.0,CVG,388.0,0,5803,9,IAD,N814CA,2.0,59.0,OH,2004
118.0,83.0,43.0,1858.0,1815,1700,75.0,0,2,5,0.0,1700.0,BNA,395.0,0,1535,5,MDW,N346,3.0,32.0,WN,1998
36.0,25.0,17.0,1007.0,950,910,40.0,0,4,21,21.0,931.0,AUS,148.0,0,866,5,HOU,N379,2.0,9.0,WN,1998
152.0,136.0,14.0,1427.0,1413,1200,133.0,0,2,4,-5.0,1155.0,ORD,802.0,0,2244,7,DFW,N549AA,7.0,9.0,AA,2000
298.0,257.0,17.0,1224.0,1207,930,277.0,0,1,30,-4.0,926.0,DEN,1754.0,0,441,10,BOS,N851UA,8.0,33.0,UA,2006
658.0,617.0,12.0,1932.0,1920,1320,660.0,0,2,15,14.0,1334.0,HNL,4962.0,0,15,1,EWR,N66051,9.0,32.0,CO,2008
67.0,53.0,8.0,1228.0,1220,1125,55.0,0,5,6,-4.0,1121.0,DFW,247.0,0,1706,9,SAT,N975DL,5.0,9.0,DL,1996
58.0,39.0,-9.0,951.0,1000,855,65.0,0,2,21,-2.0,853.0,LAS,173.0,0,5772,11,PSP,N298SW,7.0,12.0,OO,2006
228.0,190.0,5.0,959.0,954,715,219.0,0,4,9,-4.0,711.0,DFW,1302.0,0,1017,3,PHL,N860AA,16.0,22.0,AA,2000
50.0,27.0,-7.0,841.0,848,655,53.0,0,7,29,-4.0,651.0,ATL,147.0,0,1084,8,MGM,N997DL,14.0,9.0,DL,1999
139.0,109.0,1.0,2155.0,2154,1840,134.0,0,1,26,-4.0,1836.0,MDW,895.0,0,1448,9,DEN,N472UA,6.0,24.0,UA,2005
279.0,256.0,5.0,1105.0,1100,830,270.0,0,1,27,-4.0,826.0,SEA,1721.0,0,21,12,ORD,N614AS,6.0,17.0,AS,2004
73.0,62.0,-9.0,1033.0,1042,820,82.0,0,5,9,0.0,820.0,PIT,462.0,0,457,5,BNA,N959VJ,3.0,8.0,US,1997
71.0,37.0,125.0,2110.0,1905,1806,59.0,0,6,6,113.0,1959.0,DFW,190.0,0,3508,8,SHV,N923AE,26.0,8.0,MQ,2005
49.0,37.0,-19.0,1054.0,1113,1008,65.0,0,2,25,-3.0,1005.0,DFW,158.0,0,3300,1,ABI,N397AE,7.0,5.0,MQ,2005
155.0,123.0,4.0,1632.0,1628,1400,148.0,0,3,17,-3.0,1357.0,ATL,745.0,0,385,12,EWR,N13331,5.0,27.0,CO,1997
126.0,104.0,-9.0,1043.0,1052,940,132.0,0,2,30,-3.0,937.0,ORD,599.0,0,368,1,CLT,N447äâ,5.0,17.0,US,2001
106.0,89.0,-6.0,942.0,948,858,110.0,0,5,24,-2.0,856.0,PIA,564.0,0,4501,2,ATL,N978EV,3.0,14.0,EV,2006
174.0,156.0,4.0,2044.0,2040,1550,170.0,0,5,23,0.0,1550.0,HOU,1235.0,0,1891,5,LAS,N369,4.0,14.0,WN,1997
156.0,128.0,-1.0,833.0,834,700,154.0,0,6,16,-3.0,657.0,ORD,733.0,0,697,12,LGA,N909UA,7.0,21.0,UA,2000
92.0,71.0,-7.0,1044.0,1051,915,96.0,0,6,9,-3.0,912.0,DTW,424.0,0,543,9,ABE,N930RC,9.0,12.0,NW,2000
157.0,144.0,-33.0,1547.0,1620,1310,190.0,0,1,1,0.0,1310.0,SEA,1107.0,0,1199,5,PHX,N753,4.0,9.0,WN,2000
247.0,230.0,-12.0,1915.0,1927,1309,258.0,0,4,16,-1.0,1308.0,ORD,1829.0,0,514,3,SJC,N218AA,5.0,12.0,AA,1995
132.0,78.0,85.0,1355.0,1230,1105,85.0,0,2,9,38.0,1143.0,MEM,392.0,0,2664,12,MCI,89809E,20.0,34.0,9E,2008
118.0,84.0,-3.0,1610.0,1613,1319,114.0,0,2,12,-7.0,1312.0,RDU,667.0,0,2962,2,STL,N1æCãæ,3.0,31.0,AA,2002
100.0,90.0,0.0,1405.0,1405,1210,115.0,0,5,13,15.0,1225.0,SEA,671.0,0,2434,8,OAK,N609SW,5.0,5.0,WN,2004
174.0,151.0,-1.0,1927.0,1928,1735,173.0,0,2,25,-2.0,1733.0,MSP,979.0,0,5611,9,ALB,80239E,12.0,11.0,9E,2007
84.0,60.0,5.0,745.0,740,620,80.0,0,5,22,1.0,621.0,SFO,447.0,0,2392,8,SAN,N949UA,12.0,12.0,UA,1997
77.0,59.0,-5.0,2121.0,2126,2005,81.0,0,1,20,-1.0,2004.0,COS,410.0,0,1502,5,SLC,N490DA,8.0,10.0,DL,1996
107.0,90.0,6.0,1513.0,1507,1326,101.0,0,6,6,0.0,1326.0,ANC,626.0,0,54,7,SCC,N747AS,12.0,5.0,AS,2002
69.0,54.0,-1.0,1644.0,1645,1530,75.0,0,1,26,5.0,1535.0,FLL,318.0,0,2644,6,JAX,N362,5.0,10.0,WN,2006
118.0,91.0,-1.0,1702.0,1703,1504,119.0,0,1,4,0.0,1504.0,BNA,695.0,0,1170,4,MSP,N918RW,14.0,13.0,NW,2005
45.0,31.0,1.0,1029.0,1028,1035,53.0,0,1,17,9.0,1044.0,HSV,151.0,0,1573,2,ATL,N902DE,4.0,10.0,DL,2003
148.0,124.0,8.0,1808.0,1800,1427,153.0,0,7,12,13.0,1440.0,CLT,936.0,0,1068,10,DFW,N244AA,6.0,18.0,AA,1997
80.0,64.0,-6.0,2117.0,2123,2000,83.0,0,2,8,-3.0,1957.0,DFW,432.0,0,833,8,MEM,N8932E,5.0,11.0,NW,1995
306.0,285.0,0.0,36.0,36,1630,306.0,0,6,3,0.0,1630.0,LAX,2556.0,0,936,6,HNL,N153US,6.0,15.0,NW,1995
192.0,172.0,29.0,1803.0,1734,1309,205.0,0,5,18,42.0,1351.0,MKE,1460.0,0,2124,2,PHX,N332AW,5.0,15.0,HP,2000
214.0,177.0,24.0,1338.0,1314,1105,189.0,0,5,23,-1.0,1104.0,STL,1046.0,0,603,2,BOS,N96298,8.0,29.0,TW,2001
146.0,127.0,-1.0,14.0,15,2046,149.0,0,5,24,2.0,2048.0,RDU,1062.0,0,1676,2,DFW,N319DL,3.0,16.0,DL,1995
115.0,92.0,32.0,1445.0,1413,1215,118.0,0,5,13,35.0,1250.0,PHL,665.0,0,215,12,ATL,N395US,7.0,16.0,US,2002
104.0,90.0,-16.0,1704.0,1720,1424,116.0,0,6,19,-4.0,1420.0,ATL,696.0,0,292,2,HOU,N936AT,6.0,8.0,FL,2005
202.0,148.0,26.0,1949.0,1923,1620,183.0,0,5,29,7.0,1627.0,MIA,1086.0,0,647,9,EWR,N14890,6.0,48.0,CO,2000
63.0,46.0,68.0,1408.0,1300,1150,70.0,0,5,21,75.0,1305.0,HRL,295.0,0,2847,4,IAH,N14920,2.0,15.0,XE,2006
92.0,77.0,-9.0,1551.0,1600,1320,100.0,0,2,12,-1.0,1319.0,DCA,612.0,0,1106,1,ORD,N483AA,3.0,12.0,AA,1999
119.0,108.0,-18.0,1644.0,1702,1445,137.0,0,4,3,0.0,1445.0,MCO,787.0,0,2695,12,BWI,N282AU,4.0,7.0,US,1998
110.0,92.0,-5.0,1046.0,1051,859,112.0,0,6,4,-3.0,856.0,MDT,619.0,0,4181,3,ATL,N904EV,3.0,15.0,EV,2006
97.0,76.0,-6.0,1912.0,1918,1840,98.0,0,5,17,-5.0,1835.0,MSP,463.0,0,1097,9,MBS,N776NC,12.0,9.0,NW,1999
67.0,55.0,15.0,1350.0,1335,1325,70.0,0,6,13,18.0,1343.0,ONT,325.0,0,867,12,PHX,N241WN,4.0,8.0,WN,2008
63.0,49.0,-17.0,1709.0,1726,1610,76.0,0,7,17,-4.0,1606.0,SNA,338.0,0,660,9,PHX,N808AW,7.0,7.0,HP,2000
55.0,44.0,-5.0,1530.0,1535,1435,60.0,0,4,5,0.0,1435.0,SAT,248.0,0,163,4,DAL,N507@@,2.0,9.0,WN,2001
55.0,41.0,-10.0,754.0,804,706,58.0,0,2,27,-7.0,659.0,SAT,247.0,0,1839,7,DFW,N416AA,3.0,11.0,AA,2004
204.0,161.0,24.0,1111.0,1047,945,182.0,0,5,15,2.0,947.0,LAS,1222.0,0,1945,5,IAH,N71828,5.0,38.0,CO,1998
69.0,132.0,13.0,1244.0,1231,1135,56.0,0,6,6,0.0,1135.0,RNO,192.0,0,6787,9,SFO,N941SW,5.0,31.0,OO,2003
77.0,43.0,16.0,1633.0,1617,1520,57.0,0,2,24,-4.0,1516.0,PIT,256.0,0,482,9,CVG,N378DL,5.0,29.0,DL,1996
83.0,63.0,-2.0,1156.0,1158,1030,88.0,0,5,14,3.0,1033.0,MEM,469.0,0,2706,11,IAH,N12900,3.0,17.0,XE,2003
52.0,36.0,2.0,2254.0,2252,2050,62.0,0,2,15,12.0,2102.0,TVC,224.0,0,6952,8,ORD,N758SK,3.0,13.0,OO,2006
141.0,92.0,27.0,1835.0,1808,1703,125.0,0,7,5,11.0,1714.0,MEM,610.0,0,293,2,DTW,N323US,8.0,41.0,NW,2006
92.0,77.0,0.0,1740.0,1740,1510,90.0,0,4,21,-2.0,1508.0,TPA,487.0,0,2076,9,MSY,N517DA,5.0,10.0,DL,2000
43.0,29.0,-6.0,1817.0,1823,1736,47.0,0,6,31,-2.0,1734.0,CRW,164.0,0,671,10,PIT,N856US,3.0,11.0,US,1998
93.0,77.0,-8.0,932.0,940,700,100.0,0,2,12,-1.0,659.0,CLT,599.0,0,462,5,ORD,N983UA,3.0,13.0,UA,1998
93.0,44.0,15.0,1023.0,1008,853,75.0,0,5,1,-3.0,850.0,MCI,237.0,0,3111,2,STL,N4æLãæ,6.0,43.0,AA,2002
182.0,169.0,-4.0,1054.0,1058,854,184.0,0,3,16,-2.0,852.0,ORD,1144.0,0,779,2,PBI,N546AA,4.0,9.0,AA,2000
74.0,62.0,13.0,2218.0,2205,2045,80.0,0,2,28,19.0,2104.0,MDW,395.0,0,266,12,BNA,N795,4.0,8.0,WN,2004
55.0,47.0,0.0,835.0,835,740,55.0,0,3,30,0.0,740.0,LAS,223.0,0,448,6,BUR,N129,2.0,6.0,WN,1999
99.0,85.0,-20.0,1753.0,1813,1520,113.0,0,2,25,-6.0,1514.0,CLT,651.0,0,188,9,MSY,N431äâ,5.0,9.0,US,2001
81.0,69.0,-7.0,2046.0,2053,1930,83.0,0,3,10,-5.0,1925.0,SFO,451.0,0,6402,5,EUG,N913SW,4.0,8.0,OO,2006
169.0,148.0,-5.0,1429.0,1434,1043,171.0,0,3,6,-3.0,1040.0,PHL,1302.0,0,570,11,DFW,N873AA,9.0,12.0,AA,1996
317.0,299.0,-11.0,2112.0,2123,1755,328.0,0,6,4,0.0,1755.0,PHX,2153.0,0,7,3,JFK,N904AW,2.0,16.0,HP,1995
252.0,239.0,-25.0,1153.0,1218,944,274.0,0,1,13,-3.0,941.0,LAX,1797.0,0,1307,10,BNA,N599AA,3.0,10.0,AA,1997
94.0,80.0,-11.0,1840.0,1851,1708,103.0,0,2,11,-2.0,1706.0,DEN,563.0,0,6699,4,ELP,N941SW,3.0,11.0,OO,2006
138.0,115.0,-8.0,1300.0,1308,935,153.0,0,1,29,7.0,942.0,DTW,987.0,0,690,4,DFW,N8925E,3.0,20.0,NW,1996
58.0,50.0,6.0,1319.0,1313,1210,63.0,0,3,16,11.0,1221.0,DCA,296.0,0,1775,9,BUF,N275AU,3.0,5.0,US,1998
115.0,104.0,-20.0,2117.0,2137,1924,133.0,0,5,2,-2.0,1922.0,JAX,814.0,0,1584,4,DTW,N967N,4.0,7.0,NW,2004
146.0,134.0,-12.0,1609.0,1621,1345,156.0,0,7,11,-2.0,1343.0,FLL,899.0,0,2262,2,DCA,N352US,3.0,9.0,US,1996
134.0,111.0,-2.0,1945.0,1947,1531,136.0,0,4,23,0.0,1531.0,DFW,813.0,0,1540,6,TUS,N441AA,9.0,14.0,AA,2005
60.0,37.0,-11.0,1145.0,1156,1045,71.0,0,2,20,0.0,1045.0,DTW,229.0,0,5044,11,CVG,N642CA,7.0,16.0,OH,2007
259.0,223.0,0.0,1710.0,1710,1450,260.0,0,7,21,1.0,1451.0,SFO,1846.0,0,161,7,ORD,N773UA,5.0,31.0,UA,2002
162.0,130.0,15.0,1815.0,1800,1425,155.0,0,7,19,8.0,1433.0,FLL,1119.0,0,1692,2,DFW,N804AA,6.0,26.0,AA,1995
212.0,168.0,25.0,1214.0,1149,625,204.0,0,1,8,17.0,642.0,DFW,1464.0,0,1226,2,SFO,N635AA,20.0,24.0,AA,1999
43.0,26.0,17.0,2302.0,2245,2150,55.0,0,2,30,29.0,2219.0,LGA,96.0,0,160,12,PHL,N109UW,5.0,12.0,US,2003
66.0,49.0,65.0,15.0,2310,2155,75.0,0,4,14,74.0,2309.0,MHT,290.0,0,110,9,PHL,N245,3.0,14.0,WN,2006
57.0,44.0,80.0,2230.0,2110,2010,60.0,0,2,12,83.0,2133.0,DAL,296.0,0,814,6,LIT,N261WN,3.0,10.0,WN,2007
116.0,78.0,7.0,2205.0,2158,2010,108.0,0,6,23,-1.0,2009.0,PIT,526.0,0,820,10,ATL,N978DL,6.0,32.0,DL,1999
134.0,117.0,-8.0,1611.0,1619,1400,139.0,0,1,29,-3.0,1357.0,CLT,728.0,0,2264,3,BOS,N936VJ,4.0,13.0,US,1999
88.0,76.0,-3.0,1343.0,1346,1312,94.0,0,4,20,3.0,1315.0,DEN,541.0,0,1737,1,TUL,N7279U,3.0,9.0,UA,2000
65.0,51.0,-2.0,702.0,704,600,64.0,0,1,10,-3.0,557.0,SFO,192.0,0,2490,11,RNO,N949UA,5.0,9.0,UA,1997
87.0,68.0,-13.0,1835.0,1848,1808,100.0,0,2,14,0.0,1808.0,MLU,448.0,0,4723,9,ATL,N837AS,4.0,15.0,EV,2004
137.0,123.0,-14.0,1237.0,1251,1125,146.0,0,7,28,-5.0,1120.0,SMF,910.0,0,745,9,DEN,N345UA,4.0,10.0,UA,2003
72.0,50.0,-7.0,703.0,710,555,75.0,0,3,25,-4.0,551.0,LAX,209.0,0,3095,4,FAT,-N266M,10.0,12.0,MQ,2001
71.0,54.0,-9.0,812.0,821,700,81.0,0,7,30,1.0,701.0,LAX,337.0,0,2005,9,SFO,N938ä1,6.0,11.0,UA,2001
118.0,90.0,27.0,1519.0,1452,1150,122.0,0,7,27,31.0,1221.0,ATL,689.0,0,1880,10,IAH,N393DA,10.0,18.0,DL,2002
52.0,47.0,5.0,2230.0,2225,2125,60.0,0,3,27,13.0,2138.0,ELP,347.0,0,389,12,PHX,N305,2.0,3.0,WN,1995
123.0,103.0,-1.0,17.0,18,2105,133.0,0,7,2,9.0,2114.0,MCO,853.0,0,1486,4,IAH,N19141,6.0,14.0,CO,2006
43.0,19.0,12.0,850.0,838,745,53.0,0,6,22,22.0,807.0,PHL,90.0,0,426,1,BWI,N626AU,13.0,11.0,US,2005
132.0,114.0,-15.0,1502.0,1517,1150,147.0,0,7,5,0.0,1150.0,CLT,913.0,0,352,1,IAH,N109UW,7.0,11.0,US,2003
62.0,46.0,-5.0,722.0,727,620,67.0,0,4,19,0.0,620.0,ATL,270.0,0,951,6,JAX,N951AT,8.0,8.0,FL,2008
131.0,110.0,78.0,1913.0,1755,1540,135.0,0,6,30,82.0,1702.0,CMH,802.0,0,2684,8,MCO,N351SW,3.0,18.0,WN,2008
52.0,45.0,45.0,1515.0,1430,1330,60.0,0,6,27,53.0,1423.0,MSY,303.0,0,1495,6,HOU,N686,3.0,4.0,WN,1998
65.0,31.0,26.0,1000.0,934,832,62.0,0,4,6,23.0,855.0,ABY,146.0,0,4377,1,ATL,N845AS,6.0,28.0,EV,2005
90.0,80.0,-20.0,2315.0,2335,2045,110.0,0,5,11,0.0,2045.0,RDU,632.0,0,1843,11,MDW,N202,5.0,5.0,WN,2005
64.0,53.0,-1.0,904.0,905,800,65.0,0,6,10,0.0,800.0,OAK,325.0,0,2146,11,BUR,N319@@,4.0,7.0,WN,2001
63.0,48.0,-9.0,816.0,825,715,70.0,0,2,5,-2.0,713.0,DEN,349.0,0,759,9,ABQ,N7255U,7.0,8.0,UA,2000
118.0,98.0,-3.0,2227.0,2230,1933,117.0,0,3,16,-4.0,1929.0,MLI,751.0,0,6582,8,DEN,N925SW,4.0,16.0,OO,2006
68.0,58.0,15.0,2224.0,2209,2055,74.0,0,3,15,21.0,2116.0,RDU,336.0,0,1282,11,PHL,N244US,4.0,6.0,US,1995
108.0,90.0,3.0,1354.0,1351,1107,104.0,0,1,15,-1.0,1106.0,IAH,667.0,0,1823,3,ELP,N12539,6.0,12.0,CO,1999
249.0,224.0,-11.0,1937.0,1948,1225,263.0,0,7,21,3.0,1228.0,DTW,1957.0,0,985,1,SAN,N316US,10.0,15.0,NW,1996
67.0,51.0,-10.0,901.0,911,800,71.0,0,7,12,-6.0,754.0,DCA,331.0,0,1478,12,CLT,N884US,5.0,11.0,US,1999
